,count_spelling_errors,text_length,num_sentences,num_words,avg_word_length,num_unique_words,function_word_frequency,content_word_frequency,spelling_errors,quote_frequency,uppercase_frequency,punctuation_frequency,adverb_frequency,past_tense_verb_frequency,present_tense_verb_frequency,pronoun_frequency,coordinating_conjunction_frequency,negative_word_proportion,named_entity_frequency,adjective_frequency,proper_noun_frequency,modal_frequency,determiner_frequency,interrogative_adverb_frequency,interrogative_pronoun_frequency,preposition_frequency,negation_adverb_frequency,degree_adverb_frequency,manner_adverb_frequency,demonstrative_pronoun_frequency,possessive_pronoun_frequency,reflexive_pronoun_frequency,reciprocal_pronoun_frequency,indefinite_pronoun_frequency,possessive_adjective_frequency,demonstrative_adjective_frequency,indefinite_adjective_frequency,interrogative_adjective_frequency,exclamatory_adjective_frequency,auxiliary_verb_frequency,modal_verb_frequency,modifier_adverb_frequency,linking_adverb_frequency,place_adverb_frequency,subordinating_conjunction_frequency,correlative_conjunction_frequency,interjection_frequency,onomatopoeia_frequency,palindrome_frequency
63,9.0,1115.0,6.0,234.0,3.841880341880342,102.0,102.0,132.0,9.0,0.0,35.0,11.0,12.0,1.0,42.0,24.0,20.0,0.0,2.0,8.0,10.0,9.0,17.0,8.0,0.0,21.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,4.0,3.0,4.0,3.0,0.0,0.0,10.0,7.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,11.0
64,18.0,2314.0,24.0,472.0,4.031779661016949,190.0,212.0,260.0,18.0,1.0,58.0,55.0,33.0,4.0,81.0,51.0,25.0,0.073,5.0,24.0,14.0,12.0,36.0,1.0,1.0,51.0,2.0,4.0,6.0,4.0,7.0,0.0,0.0,13.0,7.0,4.0,9.0,1.0,1.0,32.0,12.0,4.0,1.0,0.0,4.0,4.0,0.0,1.0,6.0
65,12.0,2114.0,25.0,415.0,4.202409638554217,198.0,166.0,249.0,12.0,0.0,24.0,44.0,30.0,5.0,74.0,39.0,26.0,0.039,3.0,22.0,1.0,14.0,22.0,1.0,1.0,37.0,3.0,3.0,6.0,5.0,7.0,0.0,0.0,1.0,7.0,5.0,1.0,1.0,1.0,19.0,14.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,6.0
66,9.0,1628.0,20.0,329.0,4.060790273556231,139.0,123.0,206.0,9.0,0.0,47.0,34.0,20.0,3.0,53.0,31.0,14.0,0.0,4.0,19.0,5.0,5.0,18.0,3.0,1.0,33.0,0.0,2.0,6.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,8.0,5.0,2.0,0.0,1.0,3.0,6.0,0.0,0.0,14.0
67,18.0,2219.0,33.0,458.0,4.0,218.0,176.0,282.0,18.0,1.0,51.0,67.0,30.0,1.0,80.0,33.0,24.0,0.066,2.0,21.0,12.0,10.0,34.0,1.0,0.0,39.0,1.0,5.0,7.0,8.0,11.0,0.0,0.0,6.0,11.0,8.0,6.0,0.0,0.0,24.0,9.0,5.0,0.0,2.0,5.0,8.0,0.0,0.0,7.0
68,8.0,1256.0,18.0,281.0,3.6156583629893237,140.0,118.0,163.0,8.0,0.0,37.0,36.0,15.0,0.0,51.0,26.0,13.0,0.018,4.0,12.0,6.0,8.0,15.0,4.0,2.0,33.0,2.0,4.0,3.0,5.0,4.0,0.0,0.0,6.0,4.0,5.0,3.0,2.0,2.0,17.0,7.0,4.0,0.0,0.0,5.0,6.0,0.0,0.0,7.0
69,28.0,2534.0,28.0,510.0,4.152941176470589,226.0,188.0,322.0,28.0,2.0,206.0,60.0,25.0,2.0,66.0,38.0,20.0,0.023,5.0,37.0,48.0,12.0,40.0,3.0,1.0,49.0,7.0,6.0,4.0,8.0,14.0,0.0,0.0,4.0,14.0,8.0,3.0,0.0,0.0,21.0,11.0,6.0,1.0,1.0,0.0,9.0,0.0,1.0,13.0
70,19.0,2401.0,21.0,488.0,4.006147540983607,191.0,215.0,273.0,19.0,0.0,72.0,33.0,19.0,3.0,72.0,44.0,18.0,0.003,4.0,11.0,21.0,13.0,40.0,4.0,3.0,64.0,0.0,2.0,1.0,7.0,9.0,0.0,0.0,9.0,9.0,7.0,4.0,2.0,2.0,29.0,13.0,2.0,0.0,0.0,6.0,4.0,0.0,0.0,22.0
71,24.0,3221.0,25.0,611.0,4.417348608837971,245.0,227.0,384.0,24.0,2.0,85.0,74.0,26.0,6.0,96.0,29.0,36.0,0.013,9.0,46.0,17.0,13.0,32.0,2.0,1.0,67.0,0.0,4.0,8.0,14.0,4.0,0.0,0.0,11.0,4.0,14.0,6.0,1.0,0.0,25.0,13.0,4.0,1.0,1.0,9.0,2.0,0.0,0.0,9.0
72,30.0,2163.0,21.0,468.0,3.8290598290598292,189.0,186.0,282.0,30.0,7.0,177.0,50.0,31.0,6.0,60.0,30.0,18.0,0.093,14.0,36.0,52.0,7.0,47.0,1.0,5.0,53.0,1.0,6.0,5.0,6.0,7.0,1.0,0.0,11.0,7.0,6.0,9.0,0.0,0.0,14.0,5.0,6.0,0.0,1.0,4.0,5.0,0.0,0.0,4.0
73,8.0,1659.0,29.0,360.0,3.786111111111111,148.0,111.0,249.0,8.0,0.0,30.0,66.0,29.0,2.0,66.0,32.0,11.0,0.0,3.0,16.0,1.0,7.0,19.0,1.0,3.0,31.0,2.0,2.0,2.0,7.0,4.0,0.0,0.0,4.0,4.0,7.0,2.0,3.0,3.0,12.0,7.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0
74,7.0,2050.0,21.0,391.0,4.3554987212276215,187.0,137.0,254.0,7.0,0.0,35.0,42.0,13.0,4.0,54.0,8.0,15.0,0.03,7.0,31.0,6.0,11.0,32.0,2.0,0.0,42.0,1.0,2.0,2.0,5.0,2.0,0.0,0.0,5.0,2.0,5.0,4.0,0.0,2.0,20.0,11.0,2.0,0.0,1.0,7.0,5.0,0.0,0.0,9.0
75,22.0,1795.0,19.0,374.0,4.016042780748663,152.0,125.0,249.0,22.0,2.0,115.0,62.0,23.0,11.0,48.0,21.0,13.0,0.046,5.0,24.0,37.0,7.0,25.0,1.0,3.0,28.0,4.0,2.0,3.0,2.0,1.0,0.0,0.0,4.0,1.0,2.0,3.0,0.0,0.0,12.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0
76,22.0,3016.0,47.0,614.0,4.061889250814332,239.0,208.0,406.0,22.0,0.0,111.0,80.0,34.0,12.0,93.0,55.0,24.0,0.034,8.0,41.0,23.0,13.0,33.0,4.0,1.0,47.0,1.0,7.0,3.0,10.0,9.0,0.0,0.0,10.0,9.0,10.0,7.0,1.0,1.0,34.0,12.0,7.0,0.0,2.0,5.0,6.0,0.0,0.0,19.0
77,15.0,2372.0,33.0,520.0,3.8173076923076925,175.0,162.0,358.0,15.0,16.0,108.0,83.0,33.0,2.0,76.0,37.0,17.0,0.025,3.0,26.0,30.0,17.0,26.0,0.0,0.0,44.0,2.0,6.0,6.0,6.0,6.0,0.0,0.0,4.0,6.0,6.0,2.0,1.0,3.0,32.0,17.0,6.0,0.0,0.0,6.0,5.0,0.0,0.0,12.0
78,9.0,2021.0,18.0,425.0,3.8611764705882354,166.0,203.0,222.0,9.0,0.0,63.0,34.0,17.0,17.0,46.0,35.0,22.0,0.038,5.0,21.0,13.0,9.0,34.0,2.0,0.0,58.0,5.0,6.0,1.0,14.0,9.0,0.0,0.0,6.0,9.0,14.0,4.0,1.0,1.0,26.0,9.0,6.0,0.0,0.0,9.0,8.0,0.0,0.0,14.0
79,30.0,2340.0,21.0,470.0,4.1127659574468085,217.0,168.0,302.0,30.0,0.0,105.0,43.0,31.0,5.0,76.0,22.0,28.0,0.021,3.0,36.0,35.0,6.0,28.0,0.0,2.0,43.0,9.0,5.0,2.0,8.0,3.0,2.0,0.0,17.0,3.0,8.0,16.0,1.0,1.0,14.0,6.0,5.0,0.0,0.0,6.0,15.0,0.0,0.0,6.0
80,8.0,1924.0,16.0,411.0,3.800486618004866,156.0,180.0,231.0,8.0,0.0,42.0,46.0,11.0,3.0,74.0,49.0,22.0,0.032,7.0,30.0,7.0,10.0,29.0,5.0,7.0,39.0,4.0,1.0,0.0,3.0,9.0,0.0,0.0,4.0,9.0,3.0,1.0,7.0,7.0,20.0,10.0,1.0,0.0,0.0,10.0,5.0,2.0,1.0,16.0
81,13.0,1657.0,23.0,319.0,4.3197492163009406,146.0,115.0,204.0,13.0,0.0,40.0,36.0,14.0,3.0,50.0,27.0,8.0,0.02,9.0,15.0,5.0,10.0,24.0,0.0,2.0,34.0,3.0,0.0,3.0,8.0,2.0,0.0,0.0,8.0,2.0,8.0,3.0,1.0,1.0,14.0,10.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,16.0
82,11.0,1084.0,9.0,220.0,3.9863636363636363,118.0,116.0,104.0,11.0,0.0,12.0,12.0,12.0,1.0,44.0,25.0,15.0,0.029,3.0,13.0,1.0,7.0,22.0,5.0,0.0,13.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,2.0,2.0,3.0,0.0,0.0,18.0,7.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,16.0
83,7.0,1002.0,11.0,221.0,3.6244343891402715,87.0,105.0,116.0,7.0,0.0,38.0,12.0,8.0,1.0,37.0,45.0,10.0,0.012,1.0,11.0,12.0,11.0,13.0,3.0,5.0,17.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,5.0,5.0,14.0,11.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,8.0
84,15.0,3012.0,31.0,606.0,4.075907590759076,219.0,269.0,337.0,15.0,0.0,46.0,61.0,37.0,7.0,107.0,64.0,29.0,0.121,4.0,39.0,7.0,12.0,57.0,14.0,5.0,65.0,1.0,2.0,6.0,20.0,9.0,1.0,0.0,9.0,9.0,20.0,8.0,1.0,1.0,31.0,11.0,2.0,0.0,2.0,14.0,7.0,0.0,0.0,25.0
85,16.0,2513.0,28.0,465.0,4.50752688172043,213.0,160.0,305.0,16.0,0.0,63.0,38.0,17.0,3.0,57.0,15.0,14.0,0.042,9.0,46.0,17.0,4.0,35.0,2.0,1.0,52.0,1.0,0.0,2.0,4.0,5.0,1.0,0.0,9.0,5.0,4.0,8.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,16.0
86,23.0,2353.0,39.0,519.0,3.74373795761079,229.0,179.0,340.0,23.0,1.0,135.0,89.0,37.0,17.0,61.0,54.0,21.0,0.055,10.0,37.0,27.0,6.0,25.0,2.0,1.0,51.0,4.0,0.0,6.0,7.0,15.0,0.0,0.0,9.0,15.0,7.0,5.0,1.0,2.0,8.0,5.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,13.0
87,12.0,2236.0,19.0,475.0,3.783157894736842,193.0,246.0,229.0,12.0,0.0,48.0,32.0,41.0,2.0,88.0,48.0,23.0,0.02,2.0,25.0,7.0,13.0,40.0,7.0,0.0,47.0,4.0,7.0,4.0,5.0,10.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,26.0,13.0,7.0,0.0,4.0,7.0,7.0,0.0,0.0,31.0
88,4.0,1266.0,29.0,267.0,3.8764044943820224,101.0,101.0,166.0,4.0,0.0,29.0,35.0,7.0,0.0,46.0,25.0,1.0,0.025,1.0,7.0,1.0,12.0,32.0,3.0,0.0,28.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,5.0,0.0,7.0,0.0,0.0,20.0,12.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0
89,11.0,1239.0,9.0,264.0,3.8295454545454546,121.0,115.0,149.0,11.0,0.0,36.0,30.0,10.0,1.0,43.0,18.0,16.0,0.036,1.0,16.0,10.0,5.0,28.0,3.0,1.0,25.0,3.0,4.0,2.0,5.0,4.0,0.0,0.0,4.0,4.0,5.0,2.0,2.0,1.0,14.0,5.0,4.0,0.0,0.0,7.0,4.0,0.0,0.0,14.0
90,11.0,1279.0,15.0,256.0,4.09375,116.0,100.0,156.0,11.0,0.0,39.0,20.0,19.0,0.0,39.0,21.0,15.0,0.005,5.0,13.0,11.0,6.0,19.0,1.0,0.0,25.0,0.0,1.0,5.0,2.0,3.0,0.0,0.0,4.0,3.0,2.0,2.0,1.0,0.0,12.0,6.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0
91,40.0,3508.0,51.0,795.0,3.5949685534591196,288.0,291.0,504.0,40.0,0.0,212.0,109.0,26.0,17.0,111.0,89.0,28.0,0.065,11.0,46.0,55.0,10.0,47.0,14.0,0.0,73.0,4.0,5.0,4.0,11.0,13.0,0.0,0.0,13.0,13.0,11.0,7.0,1.0,0.0,29.0,10.0,5.0,0.0,1.0,10.0,9.0,0.0,0.0,52.0
92,26.0,3220.0,22.0,609.0,4.417077175697865,288.0,233.0,376.0,26.0,4.0,94.0,67.0,26.0,4.0,74.0,21.0,21.0,0.015,8.0,42.0,27.0,15.0,57.0,2.0,2.0,75.0,3.0,0.0,6.0,10.0,5.0,0.0,0.0,3.0,5.0,10.0,2.0,0.0,2.0,30.0,15.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,22.0
93,6.0,1684.0,25.0,361.0,3.8005540166204987,154.0,147.0,214.0,6.0,0.0,61.0,44.0,17.0,1.0,65.0,42.0,14.0,0.095,1.0,17.0,11.0,6.0,28.0,0.0,3.0,34.0,1.0,3.0,1.0,1.0,5.0,0.0,0.0,2.0,5.0,1.0,1.0,3.0,3.0,16.0,6.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,11.0
94,24.0,2473.0,36.0,546.0,3.6904761904761907,235.0,197.0,349.0,24.0,1.0,161.0,58.0,36.0,6.0,88.0,67.0,16.0,0.041,8.0,32.0,34.0,15.0,36.0,5.0,0.0,55.0,6.0,4.0,3.0,11.0,11.0,0.0,0.0,4.0,11.0,11.0,4.0,0.0,0.0,23.0,15.0,4.0,1.0,0.0,5.0,3.0,0.0,0.0,22.0
95,13.0,1278.0,15.0,262.0,4.0038167938931295,140.0,90.0,172.0,13.0,0.0,47.0,25.0,11.0,4.0,37.0,17.0,10.0,0.0,4.0,15.0,11.0,8.0,27.0,0.0,1.0,29.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,13.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,11.0
96,23.0,1680.0,21.0,339.0,4.091445427728614,181.0,123.0,216.0,23.0,0.0,87.0,35.0,16.0,2.0,50.0,17.0,17.0,0.057,6.0,17.0,20.0,9.0,30.0,0.0,1.0,39.0,2.0,4.0,2.0,3.0,4.0,0.0,0.0,1.0,4.0,3.0,2.0,2.0,1.0,14.0,9.0,4.0,0.0,0.0,5.0,2.0,0.0,0.0,15.0
97,20.0,2362.0,34.0,484.0,4.033057851239669,230.0,171.0,313.0,20.0,0.0,85.0,62.0,29.0,5.0,66.0,23.0,20.0,0.1,5.0,29.0,23.0,11.0,29.0,1.0,2.0,49.0,5.0,3.0,4.0,10.0,8.0,0.0,0.0,6.0,8.0,10.0,3.0,1.0,1.0,20.0,11.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,8.0
98,30.0,1919.0,20.0,423.0,3.7375886524822697,209.0,161.0,262.0,30.0,4.0,165.0,47.0,14.0,11.0,61.0,31.0,17.0,0.027,6.0,21.0,46.0,9.0,30.0,3.0,2.0,37.0,1.0,2.0,1.0,9.0,7.0,0.0,0.0,5.0,7.0,9.0,4.0,1.0,1.0,19.0,9.0,2.0,0.0,1.0,3.0,3.0,1.0,0.0,9.0
99,15.0,1186.0,17.0,271.0,3.5166051660516606,128.0,89.0,182.0,15.0,0.0,73.0,22.0,4.0,5.0,44.0,33.0,8.0,0.067,11.0,26.0,22.0,5.0,19.0,3.0,0.0,25.0,1.0,0.0,0.0,2.0,9.0,0.0,0.0,6.0,9.0,2.0,3.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0
100,19.0,2631.0,40.0,544.0,3.9871323529411766,242.0,192.0,352.0,19.0,2.0,101.0,68.0,34.0,6.0,85.0,37.0,26.0,0.097,6.0,30.0,21.0,10.0,37.0,6.0,1.0,51.0,7.0,2.0,1.0,5.0,2.0,0.0,0.0,13.0,2.0,5.0,9.0,0.0,0.0,18.0,7.0,2.0,0.0,5.0,6.0,11.0,0.0,0.0,20.0
101,5.0,1784.0,26.0,362.0,4.019337016574585,147.0,166.0,196.0,5.0,0.0,37.0,32.0,15.0,1.0,69.0,26.0,14.0,0.013,3.0,16.0,5.0,15.0,37.0,0.0,2.0,46.0,5.0,0.0,1.0,11.0,2.0,0.0,0.0,12.0,2.0,11.0,5.0,2.0,2.0,24.0,14.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,11.0
102,13.0,2136.0,18.0,468.0,3.730769230769231,185.0,206.0,262.0,13.0,1.0,99.0,58.0,22.0,4.0,73.0,43.0,23.0,0.021,9.0,25.0,29.0,8.0,34.0,2.0,2.0,42.0,1.0,1.0,3.0,9.0,4.0,0.0,0.0,6.0,4.0,9.0,3.0,1.0,1.0,27.0,8.0,1.0,0.0,5.0,6.0,4.0,0.0,1.0,12.0
103,11.0,2251.0,21.0,446.0,4.150224215246637,164.0,192.0,254.0,11.0,0.0,32.0,53.0,25.0,1.0,95.0,38.0,19.0,0.092,2.0,24.0,6.0,12.0,30.0,2.0,1.0,42.0,3.0,3.0,5.0,4.0,4.0,0.0,0.0,5.0,4.0,4.0,3.0,1.0,1.0,34.0,12.0,3.0,0.0,0.0,10.0,4.0,0.0,0.0,13.0
104,14.0,2848.0,34.0,622.0,3.720257234726688,215.0,248.0,374.0,14.0,1.0,128.0,61.0,33.0,5.0,98.0,65.0,36.0,0.029,10.0,29.0,34.0,13.0,40.0,8.0,0.0,44.0,1.0,3.0,4.0,12.0,18.0,0.0,0.0,9.0,18.0,12.0,4.0,0.0,0.0,23.0,13.0,3.0,0.0,3.0,3.0,12.0,0.0,0.0,12.0
105,15.0,2111.0,30.0,422.0,4.154028436018957,224.0,157.0,265.0,15.0,1.0,61.0,58.0,20.0,3.0,70.0,33.0,12.0,0.058,6.0,24.0,11.0,11.0,28.0,8.0,3.0,39.0,2.0,1.0,5.0,5.0,5.0,0.0,0.0,6.0,5.0,5.0,4.0,0.0,0.0,13.0,8.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,17.0
106,18.0,3664.0,52.0,724.0,4.19060773480663,271.0,275.0,449.0,18.0,0.0,113.0,84.0,29.0,7.0,118.0,71.0,28.0,0.009,8.0,39.0,20.0,11.0,52.0,10.0,2.0,77.0,2.0,7.0,9.0,11.0,9.0,0.0,0.0,6.0,9.0,11.0,4.0,2.0,1.0,28.0,11.0,7.0,0.0,1.0,13.0,8.0,0.0,0.0,20.0
107,23.0,1974.0,21.0,426.0,3.7816901408450705,198.0,171.0,255.0,23.0,1.0,63.0,54.0,34.0,7.0,66.0,40.0,23.0,0.018,1.0,22.0,8.0,6.0,19.0,4.0,0.0,45.0,1.0,4.0,7.0,6.0,9.0,0.0,0.0,5.0,9.0,6.0,2.0,1.0,2.0,24.0,4.0,4.0,0.0,0.0,11.0,7.0,0.0,0.0,9.0
108,5.0,1810.0,24.0,393.0,3.72264631043257,138.0,173.0,220.0,5.0,0.0,56.0,38.0,23.0,2.0,63.0,41.0,25.0,0.0,3.0,23.0,10.0,11.0,30.0,5.0,1.0,33.0,0.0,0.0,7.0,11.0,0.0,1.0,0.0,5.0,0.0,11.0,5.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,13.0
109,6.0,1271.0,13.0,265.0,3.909433962264151,130.0,102.0,163.0,6.0,0.0,34.0,31.0,15.0,0.0,42.0,18.0,21.0,0.014,1.0,22.0,4.0,9.0,17.0,2.0,0.0,21.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,3.0,0.0,3.0,0.0,0.0,12.0,9.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0,11.0
110,27.0,3216.0,36.0,652.0,4.0920245398773005,282.0,228.0,424.0,27.0,0.0,172.0,76.0,33.0,7.0,94.0,30.0,24.0,0.102,5.0,48.0,44.0,9.0,38.0,7.0,3.0,66.0,0.0,4.0,5.0,5.0,11.0,1.0,0.0,6.0,11.0,5.0,3.0,2.0,1.0,23.0,8.0,4.0,0.0,1.0,8.0,12.0,0.0,0.0,13.0
111,22.0,2260.0,29.0,464.0,3.9935344827586206,226.0,178.0,286.0,22.0,1.0,111.0,43.0,19.0,5.0,77.0,43.0,25.0,0.13,3.0,19.0,22.0,9.0,26.0,1.0,0.0,41.0,2.0,2.0,3.0,4.0,6.0,1.0,0.0,5.0,6.0,4.0,1.0,1.0,0.0,19.0,9.0,2.0,0.0,3.0,3.0,6.0,3.0,0.0,21.0
112,20.0,1829.0,28.0,374.0,4.016042780748663,172.0,144.0,230.0,20.0,0.0,73.0,36.0,24.0,6.0,62.0,29.0,16.0,0.027,3.0,18.0,16.0,14.0,26.0,1.0,2.0,27.0,3.0,1.0,0.0,8.0,6.0,0.0,0.0,4.0,6.0,8.0,1.0,1.0,1.0,24.0,14.0,1.0,0.0,6.0,5.0,6.0,0.0,0.0,5.0
113,18.0,2322.0,24.0,458.0,4.181222707423581,195.0,193.0,265.0,18.0,0.0,50.0,47.0,25.0,2.0,77.0,43.0,22.0,0.015,6.0,22.0,13.0,9.0,28.0,3.0,4.0,50.0,1.0,4.0,2.0,7.0,4.0,0.0,0.0,7.0,4.0,7.0,3.0,5.0,5.0,15.0,9.0,4.0,0.0,2.0,10.0,5.0,0.0,0.0,7.0
114,25.0,2558.0,29.0,595.0,3.4487394957983195,217.0,235.0,360.0,25.0,0.0,170.0,62.0,43.0,16.0,86.0,75.0,36.0,0.066,11.0,33.0,46.0,17.0,39.0,3.0,6.0,47.0,3.0,7.0,4.0,4.0,14.0,0.0,0.0,9.0,14.0,4.0,6.0,4.0,4.0,27.0,16.0,7.0,0.0,3.0,2.0,13.0,0.0,0.0,32.0
115,0.0,319.0,4.0,60.0,4.45,47.0,23.0,37.0,0.0,0.0,1.0,7.0,3.0,0.0,11.0,3.0,5.0,0.049,0.0,4.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
116,6.0,1755.0,25.0,369.0,3.894308943089431,158.0,147.0,222.0,6.0,0.0,43.0,50.0,25.0,3.0,63.0,42.0,22.0,0.012,1.0,27.0,9.0,11.0,15.0,6.0,3.0,27.0,2.0,6.0,6.0,5.0,11.0,0.0,0.0,4.0,11.0,5.0,2.0,2.0,2.0,17.0,11.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,12.0
117,30.0,2631.0,28.0,544.0,4.051470588235294,231.0,174.0,370.0,30.0,3.0,241.0,71.0,25.0,3.0,65.0,25.0,22.0,0.003,5.0,40.0,68.0,9.0,32.0,4.0,2.0,53.0,1.0,4.0,7.0,8.0,8.0,4.0,0.0,5.0,8.0,8.0,3.0,0.0,1.0,15.0,9.0,4.0,1.0,1.0,4.0,7.0,0.0,0.0,12.0
118,25.0,2581.0,37.0,596.0,3.521812080536913,270.0,224.0,372.0,25.0,1.0,112.0,93.0,24.0,2.0,109.0,65.0,21.0,0.039,5.0,30.0,23.0,4.0,43.0,1.0,1.0,52.0,5.0,2.0,2.0,13.0,20.0,1.0,0.0,8.0,20.0,13.0,5.0,2.0,1.0,9.0,2.0,2.0,0.0,4.0,3.0,5.0,0.0,0.0,20.0
119,18.0,1936.0,20.0,409.0,3.823960880195599,165.0,170.0,239.0,18.0,0.0,54.0,37.0,20.0,8.0,66.0,62.0,23.0,0.0,2.0,25.0,8.0,5.0,17.0,6.0,1.0,39.0,0.0,6.0,3.0,10.0,11.0,0.0,0.0,4.0,11.0,10.0,1.0,2.0,2.0,6.0,4.0,6.0,0.0,0.0,10.0,5.0,1.0,1.0,24.0
120,41.0,1897.0,17.0,428.0,3.5700934579439254,176.0,164.0,264.0,41.0,0.0,131.0,32.0,21.0,4.0,71.0,52.0,23.0,0.022,5.0,29.0,40.0,20.0,28.0,2.0,1.0,22.0,0.0,2.0,1.0,0.0,12.0,0.0,0.0,3.0,12.0,0.0,1.0,1.0,1.0,24.0,20.0,2.0,0.0,0.0,2.0,8.0,0.0,1.0,14.0
121,15.0,2981.0,29.0,596.0,4.1124161073825505,226.0,248.0,348.0,15.0,1.0,72.0,55.0,39.0,8.0,74.0,17.0,37.0,0.163,5.0,32.0,20.0,17.0,57.0,5.0,3.0,62.0,10.0,9.0,6.0,11.0,6.0,0.0,0.0,11.0,6.0,11.0,9.0,2.0,1.0,37.0,16.0,9.0,0.0,1.0,5.0,9.0,0.0,0.0,13.0
122,9.0,2267.0,29.0,459.0,4.045751633986928,199.0,183.0,276.0,9.0,0.0,48.0,43.0,22.0,7.0,73.0,46.0,19.0,0.038,3.0,23.0,7.0,9.0,34.0,2.0,2.0,44.0,3.0,2.0,6.0,8.0,6.0,0.0,0.0,12.0,6.0,8.0,5.0,0.0,0.0,12.0,8.0,2.0,1.0,0.0,2.0,5.0,0.0,0.0,8.0
123,10.0,1356.0,9.0,288.0,3.763888888888889,113.0,150.0,138.0,10.0,0.0,23.0,12.0,11.0,1.0,53.0,27.0,25.0,0.0,0.0,15.0,3.0,8.0,23.0,5.0,2.0,41.0,0.0,0.0,3.0,14.0,1.0,0.0,0.0,9.0,1.0,14.0,0.0,2.0,2.0,20.0,8.0,0.0,0.0,1.0,7.0,8.0,0.0,0.0,16.0
124,3.0,886.0,1.0,176.0,4.045454545454546,85.0,88.0,88.0,3.0,0.0,1.0,0.0,10.0,5.0,42.0,30.0,12.0,0.048,0.0,11.0,0.0,4.0,13.0,0.0,3.0,14.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,3.0,14.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,6.0
125,15.0,1500.0,10.0,294.0,4.153061224489796,151.0,139.0,155.0,15.0,0.0,31.0,12.0,16.0,1.0,54.0,35.0,21.0,0.122,1.0,16.0,4.0,11.0,22.0,4.0,2.0,31.0,3.0,6.0,1.0,7.0,6.0,0.0,0.0,6.0,6.0,7.0,3.0,2.0,2.0,16.0,11.0,6.0,0.0,1.0,5.0,6.0,0.0,1.0,8.0
126,3.0,2231.0,23.0,437.0,4.185354691075515,194.0,200.0,237.0,3.0,0.0,24.0,34.0,22.0,0.0,74.0,47.0,42.0,0.064,0.0,24.0,2.0,14.0,27.0,6.0,1.0,43.0,3.0,2.0,5.0,3.0,13.0,0.0,0.0,6.0,13.0,3.0,5.0,1.0,1.0,22.0,13.0,2.0,0.0,1.0,4.0,2.0,0.0,0.0,11.0
127,9.0,2266.0,30.0,455.0,4.09010989010989,217.0,198.0,257.0,9.0,0.0,56.0,45.0,33.0,0.0,78.0,50.0,38.0,0.089,4.0,24.0,7.0,5.0,32.0,3.0,1.0,35.0,10.0,2.0,4.0,10.0,8.0,1.0,0.0,9.0,8.0,10.0,4.0,0.0,0.0,14.0,5.0,2.0,0.0,3.0,4.0,7.0,0.0,0.0,8.0
128,13.0,2159.0,26.0,472.0,3.694915254237288,181.0,193.0,279.0,13.0,0.0,71.0,51.0,37.0,3.0,85.0,53.0,27.0,0.053,5.0,13.0,13.0,23.0,32.0,1.0,3.0,39.0,3.0,2.0,0.0,12.0,9.0,1.0,0.0,6.0,9.0,12.0,2.0,2.0,2.0,38.0,23.0,2.0,0.0,0.0,7.0,6.0,1.0,0.0,21.0
